플랜트,위치,설비,고장 모드,고장 원인,고장 조치사항,작동시간,보수시간,상태플래그,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22-T,Column_23,Column_25
인천기지본부,2공장 2차펌프,000000000034009277,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009278,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009279,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009280,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009281,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009282,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009283,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009284,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009285,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009286,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009301,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009302,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009303,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009304,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009305,고착 (Stick),노후/장기사용,부품/자재 교체,70775,1546,F,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009305,,,,13704,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009306,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009307,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009308,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009309,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009310,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009325,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009326,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009327,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009328,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009329,오동작/계기불량/작동불량,직접입력,직접입력,65986,700,F,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009329,,,,12984,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009330,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009331,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009332,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009333,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009334,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009349,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009350,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009351,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009352,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009353,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009354,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009355,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009356,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009371,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009372,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009373,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009374,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009375,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009376,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009377,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009378,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009393,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009394,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009395,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009396,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009397,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009398,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009399,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009400,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009401,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009402,전송/통신 불량,이완/밀봉/고정 불량,밀봉/조임 작업,14459,125,F,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009402,,,,71448,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034009407,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034009408,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034009409,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034009410,전송/통신 불량,노후/장기사용,밀봉/조임 작업,78198,99,F,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034009410,,,,7536,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034009411,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034009412,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034009413,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034009414,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034009415,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034009416,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034009425,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034009426,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034009427,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034009428,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034009429,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034009430,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034009431,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034009432,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034009433,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034009434,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000034009435,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 부취설비,000000000034009446,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 부취설비,000000000034009447,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 부취설비,000000000034009451,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 부취설비,000000000034009452,설치불량/미설치 ,설계/설치불량/연약지반 ,보강/개조/추가설치,13100,613,F,,,,,,,,,,,,,,,
인천기지본부,공통 부취설비,000000000034009452,,,,14459,*,F,,,,,,,,,,,,,,,
인천기지본부,공통 부취설비,000000000034009452,,,,57696,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 부취설비,000000000034009453,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 부취설비,000000000034009454,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 부취설비,000000000034009455,오동작/계기불량/작동불량,직접입력,교정/조정/재설정 작업,20674,773,F,,,,,,,,,,,,,,,
인천기지본부,공통 부취설비,000000000034009455,,,,65376,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 부취설비,000000000034009456,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 부취설비,000000000034009457,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 부취설비,000000000034009458,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 부취설비,000000000034009459,직접입력,직접입력,부품/자재 교체,82042,1271,F,,,,,,,,,,,,,,,
인천기지본부,공통 부취설비,000000000034009459,,,,2040,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 부취설비,000000000034009460,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 부취설비,000000000034009461,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 부취설비,000000000034009462,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 부취설비,000000000034009463,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009471,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009472,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009473,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009475,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009476,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009477,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009478,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009479,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009480,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009481,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009482,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009483,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009484,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009485,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009486,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009487,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009488,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009489,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009490,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009491,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009492,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009493,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009494,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009495,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009496,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009497,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009498,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009499,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009500,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009501,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009502,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009503,이완/풀림/탈락,부품/자재 불량,직접입력,67212,413,F,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009503,,,,18432,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009504,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009505,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009506,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009507,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009508,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009509,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009510,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009513,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009514,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009515,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009517,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009518,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009519,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009520,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009521,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009522,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009523,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009524,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009525,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009526,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009527,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009528,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009529,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009530,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009531,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009532,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009533,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009534,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009535,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009536,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009537,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009538,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009539,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009540,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009541,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009542,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009543,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009544,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009545,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009546,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009547,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009548,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009549,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009550,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009551,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009552,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009553,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009556,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009557,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009558,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009560,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009561,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009562,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009563,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009564,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009565,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009566,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009567,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009568,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009569,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009570,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009571,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009572,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009573,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009574,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009575,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009576,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009577,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009578,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009579,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009580,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,70643,30,F,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009580,,,,15168,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009581,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009582,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009583,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009584,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009585,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009586,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009587,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009588,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009589,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009590,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009591,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009592,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009593,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009594,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009595,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009596,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009597,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009598,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009599,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009600,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009601,,,,86064,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010424,,,,83136,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010425,,,,83136,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010461,,,,83136,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010462,,,,83136,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010463,,,,83136,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010464,,,,83136,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010465,,,,83136,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010466,,,,83136,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010467,,,,83136,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010468,오동작/계기불량/작동불량,이완/밀봉/고정 불량,밀봉/조임 작업,16206,178,F,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010468,오동작/계기불량/작동불량,노후/장기사용,청소/윤활/코팅 작업,12807,242,F,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010468,,,,53808,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010469,,,,83136,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010470,,,,83136,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010471,,,,83136,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010472,,,,83136,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010473,,,,83136,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010474,,,,83136,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010475,,,,83136,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010476,,,,83136,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010477,,,,83136,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010478,,,,83136,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010486,,,,83904,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010487,,,,83904,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010491,,,,83904,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010506,,,,83904,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010507,,,,83904,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010508,,,,83904,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010509,,,,83904,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010510,이완/풀림/탈락,이완/밀봉/고정 불량,직접입력,14111,134,F,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010510,,,,69648,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010511,,,,83904,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010512,,,,83904,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010513,,,,83904,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010514,,,,83904,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010515,,,,83904,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010516,,,,83904,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010517,,,,83904,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010527,,,,83904,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010528,,,,83904,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010529,,,,83904,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010554,,,,83904,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010555,,,,83904,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 17탱크,000000000034010610,,,,84168,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 17탱크,000000000034010611,,,,84168,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 17탱크,000000000034010612,,,,84168,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 17탱크,000000000034010613,,,,84168,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 17탱크,000000000034010614,,,,84168,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 17탱크,000000000034010615,,,,84168,*,C,,,,,,,,,,,,,,,
